plant_name,node,coordinates
Polonio Pass Treatment Plant,35,"(-120.2276232, 35.7401331)"
Orange County Sanitation District Plant No. 2,0,"(-117.9536606, 33.6460521)"
Orange County Sanitation District Plant No. 2,1,"(-117.9542191, 33.6462486)"
Orange County Sanitation District Plant No. 2,2,"(-117.9550366, 33.6449194)"
Orange County Sanitation District Plant No. 2,3,"(-117.9559491, 33.6439021)"
Orange County Sanitation District Plant No. 2,4,"(-117.9563431, 33.6434629)"
Orange County Sanitation District Plant No. 2,5,"(-117.9568026, 33.6429506)"
Orange County Sanitation District Plant No. 2,6,"(-117.9600009, 33.6395308)"
Orange County Sanitation District Plant No. 2,7,"(-117.9617232, 33.6376118)"
Orange County Sanitation District Plant No. 2,8,"(-117.9624897, 33.6367936)"
Orange County Sanitation District Plant No. 2,9,"(-117.9624487, 33.6366235)"
Orange County Sanitation District Plant No. 2,10,"(-117.9581114, 33.6335368)"
Orange County Sanitation District Plant No. 2,11,"(-117.9580714, 33.6334404)"
Orange County Sanitation District Plant No. 2,12,"(-117.9574402, 33.6329653)"
Orange County Sanitation District Plant No. 2,13,"(-117.9573572, 33.6330146)"
Orange County Sanitation District Plant No. 2,14,"(-117.9566572, 33.635513)"
Orange County Sanitation District Plant No. 2,15,"(-117.9557854, 33.6384293)"
Orange County Sanitation District Plant No. 2,16,"(-117.955021, 33.6412188)"
Orange County Sanitation District Plant No. 2,17,"(-117.9540256, 33.6447166)"
Orange County Sanitation District Plant No. 2,18,"(-117.9536606, 33.6460521)"
Orange County Sanitation District Plant No. 1,0,"(-117.9403686, 33.6871191)"
Orange County Sanitation District Plant No. 1,1,"(-117.9392351, 33.6889706)"
Orange County Sanitation District Plant No. 1,2,"(-117.9377695, 33.6912686)"
Orange County Sanitation District Plant No. 1,3,"(-117.9359199, 33.6941351)"
Orange County Sanitation District Plant No. 1,4,"(-117.9366722, 33.6941548)"
Orange County Sanitation District Plant No. 1,5,"(-117.9370936, 33.6941153)"
Orange County Sanitation District Plant No. 1,6,"(-117.9433429, 33.6940758)"
Orange County Sanitation District Plant No. 1,7,"(-117.9432894, 33.6906848)"
Orange County Sanitation District Plant No. 1,8,"(-117.9432696, 33.69058)"
Orange County Sanitation District Plant No. 1,9,"(-117.9431624, 33.6901816)"
Orange County Sanitation District Plant No. 1,10,"(-117.943164, 33.6893544)"
Orange County Sanitation District Plant No. 1,11,"(-117.9453016, 33.6893168)"
Orange County Sanitation District Plant No. 1,12,"(-117.945269, 33.6871322)"
Orange County Sanitation District Plant No. 1,13,"(-117.945231, 33.6870934)"
Orange County Sanitation District Plant No. 1,14,"(-117.9451862, 33.6870784)"
Orange County Sanitation District Plant No. 1,15,"(-117.9403686, 33.6871191)"
Mid-valley Water Reclamation Plant #4,0,"(-116.1214338, 33.5962429)"
Mid-valley Water Reclamation Plant #4,1,"(-116.1212905, 33.5954944)"
Mid-valley Water Reclamation Plant #4,2,"(-116.1211964, 33.5948736)"
Mid-valley Water Reclamation Plant #4,3,"(-116.1211122, 33.594225)"
Mid-valley Water Reclamation Plant #4,4,"(-116.1210317, 33.5933237)"
Mid-valley Water Reclamation Plant #4,5,"(-116.120989, 33.5924275)"
Mid-valley Water Reclamation Plant #4,6,"(-116.1209824, 33.5915828)"
Mid-valley Water Reclamation Plant #4,7,"(-116.121, 33.5902814)"
Mid-valley Water Reclamation Plant #4,8,"(-116.1209864, 33.5895484)"
Mid-valley Water Reclamation Plant #4,9,"(-116.1209275, 33.5888298)"
Mid-valley Water Reclamation Plant #4,10,"(-116.1208239, 33.5881147)"
Mid-valley Water Reclamation Plant #4,11,"(-116.1207347, 33.5876626)"
Mid-valley Water Reclamation Plant #4,12,"(-116.12063, 33.5872233)"
Mid-valley Water Reclamation Plant #4,13,"(-116.1204125, 33.5864814)"
Mid-valley Water Reclamation Plant #4,14,"(-116.1201712, 33.585814)"
Mid-valley Water Reclamation Plant #4,15,"(-116.119879, 33.5851339)"
Mid-valley Water Reclamation Plant #4,16,"(-116.1195888, 33.5845506)"
Mid-valley Water Reclamation Plant #4,17,"(-116.1193606, 33.5841237)"
Mid-valley Water Reclamation Plant #4,18,"(-116.1263802, 33.5840879)"
Mid-valley Water Reclamation Plant #4,19,"(-116.1262231, 33.5905976)"
Mid-valley Water Reclamation Plant #4,20,"(-116.1263382, 33.5909081)"
Mid-valley Water Reclamation Plant #4,21,"(-116.1264039, 33.5909648)"
Mid-valley Water Reclamation Plant #4,22,"(-116.1267439, 33.5910733)"
Mid-valley Water Reclamation Plant #4,23,"(-116.1267442, 33.5911462)"
Mid-valley Water Reclamation Plant #4,24,"(-116.1267443, 33.5911758)"
Mid-valley Water Reclamation Plant #4,25,"(-116.1267444, 33.5912114)"
Mid-valley Water Reclamation Plant #4,26,"(-116.1267521, 33.593301)"
Mid-valley Water Reclamation Plant #4,27,"(-116.1267523, 33.5933404)"
Mid-valley Water Reclamation Plant #4,28,"(-116.1267524, 33.5933841)"
Mid-valley Water Reclamation Plant #4,29,"(-116.126753, 33.593545)"
Mid-valley Water Reclamation Plant #4,30,"(-116.1254085, 33.5935413)"
Mid-valley Water Reclamation Plant #4,31,"(-116.1254195, 33.5962449)"
Mid-valley Water Reclamation Plant #4,32,"(-116.1226726, 33.5962434)"
Mid-valley Water Reclamation Plant #4,33,"(-116.1214338, 33.5962429)"
Water treatment plant,0,"(-122.489469, 40.6269335)"
Water treatment plant,1,"(-122.4878169, 40.6271276)"
Water treatment plant,2,"(-122.4877062, 40.6265855)"
Water treatment plant,3,"(-122.4877455, 40.6261316)"
Water treatment plant,4,"(-122.4890445, 40.6255364)"
Water treatment plant,5,"(-122.4895048, 40.626198)"
Water treatment plant,6,"(-122.4891974, 40.6262931)"
Water treatment plant,7,"(-122.489469, 40.6269335)"
Tapia Wastewater Treatment Plant,0,"(-118.7073468, 34.0813289)"
Tapia Wastewater Treatment Plant,1,"(-118.7075777, 34.0813569)"
Tapia Wastewater Treatment Plant,2,"(-118.7079305, 34.0814402)"
Tapia Wastewater Treatment Plant,3,"(-118.7084142, 34.0812054)"
Tapia Wastewater Treatment Plant,4,"(-118.7087338, 34.0811165)"
Tapia Wastewater Treatment Plant,5,"(-118.7090562, 34.0807502)"
Tapia Wastewater Treatment Plant,6,"(-118.7091424, 34.0807325)"
Tapia Wastewater Treatment Plant,7,"(-118.7093244, 34.0807185)"
Tapia Wastewater Treatment Plant,8,"(-118.7097343, 34.0809716)"
Tapia Wastewater Treatment Plant,9,"(-118.7097342, 34.0810235)"
Tapia Wastewater Treatment Plant,10,"(-118.7096223, 34.0812375)"
Tapia Wastewater Treatment Plant,11,"(-118.7095723, 34.0813552)"
Tapia Wastewater Treatment Plant,12,"(-118.7097525, 34.0814845)"
Tapia Wastewater Treatment Plant,13,"(-118.7101056, 34.0819181)"
Tapia Wastewater Treatment Plant,14,"(-118.710471, 34.0820784)"
Tapia Wastewater Treatment Plant,15,"(-118.7105239, 34.0822137)"
Tapia Wastewater Treatment Plant,16,"(-118.7106376, 34.0823063)"
Tapia Wastewater Treatment Plant,17,"(-118.7104752, 34.082475)"
Tapia Wastewater Treatment Plant,18,"(-118.7104411, 34.0825806)"
Tapia Wastewater Treatment Plant,19,"(-118.7102524, 34.0830413)"
Tapia Wastewater Treatment Plant,20,"(-118.7096625, 34.0828304)"
Tapia Wastewater Treatment Plant,21,"(-118.706457, 34.0814781)"
Tapia Wastewater Treatment Plant,22,"(-118.7064652, 34.0812338)"
Tapia Wastewater Treatment Plant,23,"(-118.7067784, 34.0813004)"
Tapia Wastewater Treatment Plant,24,"(-118.7073468, 34.0813289)"
Lompoc Waste Water Treatment Plant,0,"(-120.4857237, 34.6612926)"
Lompoc Waste Water Treatment Plant,1,"(-120.4856686, 34.6621371)"
Lompoc Waste Water Treatment Plant,2,"(-120.4855769, 34.6621972)"
Lompoc Waste Water Treatment Plant,3,"(-120.4854852, 34.6622217)"
Lompoc Waste Water Treatment Plant,4,"(-120.4851786, 34.6622403)"
Lompoc Waste Water Treatment Plant,5,"(-120.4848511, 34.6624523)"
Lompoc Waste Water Treatment Plant,6,"(-120.48483, 34.6629536)"
Lompoc Waste Water Treatment Plant,7,"(-120.4847688, 34.6630646)"
Lompoc Waste Water Treatment Plant,8,"(-120.4845674, 34.6631105)"
Lompoc Waste Water Treatment Plant,9,"(-120.4840826, 34.6630906)"
Lompoc Waste Water Treatment Plant,10,"(-120.4822744, 34.6630866)"
Lompoc Waste Water Treatment Plant,11,"(-120.4812953, 34.6629478)"
Lompoc Waste Water Treatment Plant,12,"(-120.4808769, 34.6628764)"
Lompoc Waste Water Treatment Plant,13,"(-120.4804776, 34.6628355)"
Lompoc Waste Water Treatment Plant,14,"(-120.4791967, 34.6627459)"
Lompoc Waste Water Treatment Plant,15,"(-120.4786426, 34.6624918)"
Lompoc Waste Water Treatment Plant,16,"(-120.47837, 34.6622153)"
Lompoc Waste Water Treatment Plant,17,"(-120.4782756, 34.6618706)"
Lompoc Waste Water Treatment Plant,18,"(-120.4782579, 34.6616098)"
Lompoc Waste Water Treatment Plant,19,"(-120.478265, 34.6614019)"
Lompoc Waste Water Treatment Plant,20,"(-120.4783365, 34.661269)"
Lompoc Waste Water Treatment Plant,21,"(-120.4785135, 34.6612393)"
Lompoc Waste Water Treatment Plant,22,"(-120.4812455, 34.6612621)"
Lompoc Waste Water Treatment Plant,23,"(-120.483012, 34.6612675)"
Lompoc Waste Water Treatment Plant,24,"(-120.4843381, 34.6612618)"
Lompoc Waste Water Treatment Plant,25,"(-120.4857237, 34.6612926)"
Southeast Water Pollution Control,0,"(-122.3932079, 37.741068)"
Southeast Water Pollution Control,1,"(-122.3927986, 37.7415269)"
Southeast Water Pollution Control,2,"(-122.3921476, 37.7422207)"
Southeast Water Pollution Control,3,"(-122.3904677, 37.744053)"
Southeast Water Pollution Control,4,"(-122.3885853, 37.7429597)"
Southeast Water Pollution Control,5,"(-122.3912548, 37.7399788)"
Southeast Water Pollution Control,6,"(-122.3932079, 37.741068)"
80,0,"(-119.896203, 36.6848721)"
80,1,"(-119.8962624, 36.6879592)"
80,2,"(-119.8943714, 36.6879827)"
80,3,"(-119.8943113, 36.6848957)"
80,4,"(-119.896203, 36.6848721)"
70,0,"(-119.8917292, 36.68831)"
70,1,"(-119.8917995, 36.6915912)"
70,2,"(-119.8899749, 36.6916165)"
70,3,"(-119.8899038, 36.6883353)"
70,4,"(-119.8917292, 36.68831)"
71,0,"(-119.8939852, 36.6883232)"
71,1,"(-119.8940326, 36.6916433)"
71,2,"(-119.892097, 36.6916612)"
71,3,"(-119.8920488, 36.6883412)"
71,4,"(-119.8939852, 36.6883232)"
79,0,"(-119.8939444, 36.6848334)"
79,1,"(-119.8940043, 36.6879818)"
79,2,"(-119.8921122, 36.688005)"
79,3,"(-119.8920517, 36.6848567)"
79,4,"(-119.8939444, 36.6848334)"
78,0,"(-119.8917326, 36.6848896)"
78,1,"(-119.8917359, 36.6879953)"
78,2,"(-119.8899822, 36.6879966)"
78,3,"(-119.8899782, 36.6848909)"
78,4,"(-119.8917326, 36.6848896)"
76,0,"(-119.9117336, 36.6913044)"
76,1,"(-119.9078069, 36.6914077)"
76,2,"(-119.9077854, 36.6901172)"
76,3,"(-119.9117551, 36.6900312)"
76,4,"(-119.9117336, 36.6913044)"
57/56,0,"(-119.9252305, 36.6958123)"
57/56,1,"(-119.9252091, 36.6988576)"
57/56,2,"(-119.9212608, 36.698892)"
57/56,3,"(-119.9211321, 36.6959844)"
57/56,4,"(-119.9252305, 36.6958123)"
86,0,"(-119.9096737, 36.6896526)"
86,1,"(-119.9082789, 36.6897043)"
86,2,"(-119.9081073, 36.6895666)"
86,3,"(-119.907764, 36.689515)"
86,4,"(-119.9077854, 36.6864866)"
86,5,"(-119.9097166, 36.6864177)"
86,6,"(-119.9096737, 36.6896526)"
48/49,0,"(-119.9212179, 36.6993909)"
48/49,1,"(-119.9213896, 36.6992361)"
48/49,2,"(-119.9251876, 36.6992361)"
48/49,3,"(-119.9252305, 36.7024188)"
48/49,4,"(-119.9211965, 36.7025221)"
48/49,5,"(-119.9212179, 36.6993909)"
98,0,"(-119.8939668, 36.6807924)"
98,1,"(-119.8898699, 36.6808634)"
98,2,"(-119.8897956, 36.6791918)"
98,3,"(-119.8914957, 36.6778658)"
98,4,"(-119.8939678, 36.6778645)"
98,5,"(-119.8939668, 36.6807924)"
13,0,"(-119.9108539, 36.6993393)"
13,1,"(-119.9136005, 36.6993565)"
13,2,"(-119.9136863, 36.7025909)"
13,3,"(-119.9108324, 36.7026081)"
13,4,"(-119.9108539, 36.6993393)"
28,0,"(-119.9075923, 36.6989264)"
28,1,"(-119.905189, 36.6989436)"
28,2,"(-119.9050818, 36.6958984)"
28,3,"(-119.9072919, 36.6957779)"
28,4,"(-119.9075279, 36.6959328)"
28,5,"(-119.9075923, 36.6989264)"
41/40,0,"(-119.9252926, 36.7055815)"
41/40,1,"(-119.9213006, 36.7056378)"
41/40,2,"(-119.9212421, 36.7029721)"
41/40,3,"(-119.9252341, 36.7029158)"
41/40,4,"(-119.9252926, 36.7055815)"
35,0,"(-119.9162183, 36.6972403)"
35,1,"(-119.9114761, 36.6972748)"
35,2,"(-119.9112616, 36.6971199)"
35,3,"(-119.9108753, 36.6969823)"
35,4,"(-119.9108753, 36.6957951)"
35,5,"(-119.9161754, 36.6957435)"
35,6,"(-119.9162183, 36.6972403)"
46/47,0,"(-119.9166689, 36.6994942)"
46/47,1,"(-119.9170122, 36.6992705)"
46/47,2,"(-119.9203811, 36.6992189)"
46/47,3,"(-119.9208102, 36.6995286)"
46/47,4,"(-119.9207673, 36.7025221)"
46/47,5,"(-119.9166904, 36.7025393)"
46/47,6,"(-119.9166689, 36.6994942)"
55/54,0,"(-119.9207029, 36.6986683)"
55/54,1,"(-119.920424, 36.6988576)"
55/54,2,"(-119.9169478, 36.698892)"
55/54,3,"(-119.9167762, 36.6986855)"
55/54,4,"(-119.9167118, 36.6960704)"
55/54,5,"(-119.9169264, 36.6959156)"
55/54,6,"(-119.9173985, 36.6960016)"
55/54,7,"(-119.9177418, 36.6958984)"
55/54,8,"(-119.9206386, 36.6958812)"
55/54,9,"(-119.9207029, 36.6986683)"
26,0,"(-119.9015842, 36.6958812)"
26,1,"(-119.9017129, 36.698978)"
26,2,"(-119.8989019, 36.6989436)"
26,3,"(-119.8989449, 36.696122)"
26,4,"(-119.9015842, 36.6958812)"
68,0,"(-119.9297581, 36.6921647)"
68,1,"(-119.9312387, 36.6921475)"
68,2,"(-119.931303, 36.6952446)"
68,3,"(-119.929801, 36.6953134)"
68,4,"(-119.9297581, 36.6921647)"
34,0,"(-119.9161539, 36.6988748)"
34,1,"(-119.9108539, 36.6989608)"
34,2,"(-119.9108539, 36.6978253)"
34,3,"(-119.9114118, 36.6974984)"
34,4,"(-119.9161968, 36.6974812)"
34,5,"(-119.9161539, 36.6988748)"
63,0,"(-119.9190507, 36.6921647)"
63,1,"(-119.9207029, 36.6922164)"
63,2,"(-119.9207673, 36.6954338)"
63,3,"(-119.918879, 36.6954682)"
63,4,"(-119.9188576, 36.6924056)"
63,5,"(-119.9190507, 36.6921647)"
59/58,0,"(-119.9292431, 36.6957951)"
59/58,1,"(-119.9291787, 36.6987888)"
59/58,2,"(-119.9257026, 36.6988748)"
59/58,3,"(-119.9256811, 36.6959328)"
59/58,4,"(-119.9292431, 36.6957951)"
99,0,"(-119.898438, 36.6807805)"
99,1,"(-119.8941763, 36.6807883)"
99,2,"(-119.894168, 36.6778832)"
99,3,"(-119.8984301, 36.6778757)"
99,4,"(-119.898438, 36.6807805)"
8,0,"(-119.9074147, 36.705682)"
8,1,"(-119.9059114, 36.7057098)"
8,2,"(-119.9058065, 36.7020551)"
8,3,"(-119.9073098, 36.7020273)"
8,4,"(-119.9074147, 36.705682)"
65,0,"(-119.9234281, 36.6921647)"
65,1,"(-119.9251876, 36.692182)"
65,2,"(-119.9252091, 36.6953822)"
65,3,"(-119.9234281, 36.6953822)"
65,4,"(-119.9234281, 36.6921647)"
91/97,0,"(-119.9074636, 36.6860048)"
91/97,1,"(-119.9029574, 36.6859875)"
91/97,2,"(-119.9028931, 36.681221)"
91/97,3,"(-119.9072061, 36.6811349)"
91/97,4,"(-119.9073134, 36.6846454)"
91/97,5,"(-119.9075065, 36.6847486)"
91/97,6,"(-119.9074636, 36.6860048)"
10,0,"(-119.902724, 36.7007364)"
10,1,"(-119.8990881, 36.7007952)"
10,2,"(-119.8989219, 36.7006597)"
10,3,"(-119.8988897, 36.700393)"
10,4,"(-119.8988602, 36.6997586)"
10,5,"(-119.8989058, 36.6996317)"
10,6,"(-119.8990694, 36.6995156)"
10,7,"(-119.8995149, 36.6994555)"
10,8,"(-119.9027431, 36.6994236)"
10,9,"(-119.9028657, 36.6995098)"
10,10,"(-119.9029055, 36.700597)"
10,11,"(-119.9028695, 36.7006822)"
10,12,"(-119.902724, 36.7007364)"
88,0,"(-119.9142013, 36.6896526)"
88,1,"(-119.9122486, 36.689687)"
88,2,"(-119.9122486, 36.6864349)"
88,3,"(-119.9142442, 36.6864005)"
88,4,"(-119.9142013, 36.6896526)"
74/82/83,0,"(-119.9028502, 36.6900828)"
74/82/83,1,"(-119.9029951, 36.6914703)"
74/82/83,2,"(-119.899079, 36.6915005)"
74/82/83,3,"(-119.8990092, 36.6865554)"
74/82/83,4,"(-119.9024854, 36.6864694)"
74/82/83,5,"(-119.9024639, 36.6898591)"
74/82/83,6,"(-119.9028502, 36.6900828)"
29,0,"(-119.910532, 36.6989264)"
29,1,"(-119.9079785, 36.6989436)"
29,2,"(-119.9078283, 36.696036)"
29,3,"(-119.9080644, 36.6957607)"
29,4,"(-119.9105535, 36.6957091)"
29,5,"(-119.910532, 36.6989264)"
44/43/42,0,"(-119.9313636, 36.7055123)"
44/43/42,1,"(-119.9257415, 36.7055881)"
44/43/42,2,"(-119.9256859, 36.7029394)"
44/43/42,3,"(-119.931308, 36.7028635)"
44/43/42,4,"(-119.9313636, 36.7055123)"
84,0,"(-119.9046526, 36.689687)"
84,1,"(-119.9035797, 36.6897559)"
84,2,"(-119.902936, 36.6894117)"
84,3,"(-119.9028502, 36.6872609)"
84,4,"(-119.9032149, 36.6869167)"
84,5,"(-119.9032149, 36.6867275)"
84,6,"(-119.9028931, 36.6864521)"
84,7,"(-119.9045882, 36.6864177)"
84,8,"(-119.9046526, 36.689687)"
90/96,0,"(-119.9025927, 36.6859703)"
90/96,1,"(-119.8989019, 36.6860048)"
90/96,2,"(-119.898859, 36.681221)"
90/96,3,"(-119.9024854, 36.6811693)"
90/96,4,"(-119.9025927, 36.6859703)"
67,0,"(-119.9276981, 36.6921992)"
67,1,"(-119.929286, 36.6921647)"
67,2,"(-119.9292431, 36.6953306)"
67,3,"(-119.9276767, 36.6953478)"
67,4,"(-119.9276981, 36.6921992)"
27,0,"(-119.901906, 36.6962597)"
27,1,"(-119.9024639, 36.6959156)"
27,2,"(-119.9047384, 36.6958812)"
27,3,"(-119.9048243, 36.6989952)"
27,4,"(-119.9020348, 36.698978)"
27,5,"(-119.901906, 36.6962597)"
85,0,"(-119.907425, 36.6897416)"
85,1,"(-119.9049465, 36.689761)"
85,2,"(-119.9049064, 36.6864668)"
85,3,"(-119.9073848, 36.6864474)"
85,4,"(-119.907425, 36.6897416)"
51/50,0,"(-119.925724, 36.6992017)"
51/50,1,"(-119.9292646, 36.6991673)"
51/50,2,"(-119.929286, 36.7024188)"
51/50,3,"(-119.9256811, 36.702436)"
51/50,4,"(-119.925724, 36.6992017)"
39/38,0,"(-119.9207956, 36.7056239)"
39/38,1,"(-119.916697, 36.7056999)"
39/38,2,"(-119.9166201, 36.7030337)"
39/38,3,"(-119.9207187, 36.7029577)"
39/38,4,"(-119.9207956, 36.7056239)"
12,0,"(-119.907764, 36.6994769)"
12,1,"(-119.9081931, 36.6993393)"
12,2,"(-119.9104462, 36.6993737)"
12,3,"(-119.9104891, 36.7025737)"
12,4,"(-119.908, 36.7025737)"
12,5,"(-119.907764, 36.6994769)"
100,0,"(-119.9026003, 36.6808001)"
100,1,"(-119.8987372, 36.6808019)"
100,2,"(-119.8987348, 36.6778247)"
100,3,"(-119.9025982, 36.6778227)"
100,4,"(-119.9026003, 36.6808001)"
31/30,0,"(-119.9047599, 36.6953822)"
31/30,1,"(-119.9040732, 36.6956059)"
31/30,2,"(-119.9004898, 36.6956747)"
31/30,3,"(-119.9004254, 36.6954682)"
31/30,4,"(-119.9001679, 36.6954166)"
31/30,5,"(-119.899653, 36.6957951)"
31/30,6,"(-119.8989663, 36.6957951)"
31/30,7,"(-119.8989449, 36.6924572)"
31/30,8,"(-119.9046526, 36.6924056)"
31/30,9,"(-119.9047599, 36.6953822)"
101,0,"(-119.9072061, 36.6806531)"
101,1,"(-119.9028931, 36.6807391)"
101,2,"(-119.902936, 36.6778652)"
101,3,"(-119.9071846, 36.6778136)"
101,4,"(-119.9072061, 36.6806531)"
92,0,"(-119.9118745, 36.6859452)"
92,1,"(-119.9078736, 36.6860213)"
92,2,"(-119.9078397, 36.6848765)"
92,3,"(-119.9118407, 36.6848004)"
92,4,"(-119.9118745, 36.6859452)"
64,0,"(-119.9211965, 36.6921992)"
64,1,"(-119.922956, 36.6922164)"
64,2,"(-119.9229775, 36.6953822)"
64,3,"(-119.9212179, 36.695365)"
64,4,"(-119.9211965, 36.6921992)"
66,0,"(-119.9256167, 36.6925089)"
66,1,"(-119.9259172, 36.6922336)"
66,2,"(-119.927269, 36.6922508)"
66,3,"(-119.9272046, 36.6953822)"
66,4,"(-119.9257884, 36.6952962)"
66,5,"(-119.9256167, 36.6925089)"
17,0,"(-119.9140511, 36.6993737)"
17,1,"(-119.9162612, 36.6993221)"
17,2,"(-119.9163256, 36.7025737)"
17,3,"(-119.9140725, 36.7025221)"
17,4,"(-119.9140511, 36.6993737)"
7/6,0,"(-119.9055538, 36.7057047)"
7/6,1,"(-119.9023781, 36.7057219)"
7/6,2,"(-119.9023137, 36.7012834)"
