plant_name,node,coordinates
Michelson Water Reclamation Plant,16,"(-117.8402972, 33.6645474)"
Michelson Water Reclamation Plant,17,"(-117.8402924, 33.6645786)"
Michelson Water Reclamation Plant,18,"(-117.8403061, 33.6646009)"
Michelson Water Reclamation Plant,19,"(-117.8405236, 33.6648124)"
Michelson Water Reclamation Plant,20,"(-117.8406698, 33.6650156)"
Michelson Water Reclamation Plant,21,"(-117.8407958, 33.6651211)"
Michelson Water Reclamation Plant,22,"(-117.8410164, 33.665212)"
Michelson Water Reclamation Plant,23,"(-117.8411163, 33.6652723)"
Michelson Water Reclamation Plant,24,"(-117.8411556, 33.6653326)"
Michelson Water Reclamation Plant,25,"(-117.841167, 33.6654163)"
Michelson Water Reclamation Plant,26,"(-117.8411489, 33.6654794)"
Michelson Water Reclamation Plant,27,"(-117.8409762, 33.6656733)"
Michelson Water Reclamation Plant,28,"(-117.8407081, 33.6658536)"
Michelson Water Reclamation Plant,29,"(-117.8406492, 33.6659162)"
Michelson Water Reclamation Plant,30,"(-117.8405343, 33.6661357)"
Michelson Water Reclamation Plant,31,"(-117.8405092, 33.66617)"
Michelson Water Reclamation Plant,32,"(-117.8401831, 33.6664571)"
Michelson Water Reclamation Plant,33,"(-117.8400774, 33.6665331)"
Michelson Water Reclamation Plant,34,"(-117.8395419, 33.6671224)"
Michelson Water Reclamation Plant,35,"(-117.83944, 33.6670264)"
Michelson Water Reclamation Plant,36,"(-117.8393005, 33.6671229)"
Michelson Water Reclamation Plant,37,"(-117.8390872, 33.6673328)"
Michelson Water Reclamation Plant,38,"(-117.8390269, 33.6673506)"
Michelson Water Reclamation Plant,39,"(-117.8389893, 33.6673428)"
Michelson Water Reclamation Plant,40,"(-117.8387828, 33.6671642)"
Michelson Water Reclamation Plant,41,"(-117.8386031, 33.6671173)"
Michelson Water Reclamation Plant,42,"(-117.8384985, 33.6670582)"
Michelson Water Reclamation Plant,43,"(-117.8382531, 33.6668852)"
Michelson Water Reclamation Plant,44,"(-117.8383014, 33.666826)"
Michelson Water Reclamation Plant,45,"(-117.8370273, 33.6659376)"
Michelson Water Reclamation Plant,46,"(-117.8368691, 33.6658315)"
Michelson Water Reclamation Plant,47,"(-117.8367759, 33.6658117)"
Michelson Water Reclamation Plant,48,"(-117.8367435, 33.6655989)"
Michelson Water Reclamation Plant,49,"(-117.8370361, 33.6650192)"
Michelson Water Reclamation Plant,50,"(-117.8372022, 33.6646153)"
Michelson Water Reclamation Plant,51,"(-117.8371907, 33.6644813)"
Michelson Water Reclamation Plant,52,"(-117.8376869, 33.6636941)"
Michelson Water Reclamation Plant,53,"(-117.8380711, 33.6632037)"
Michelson Water Reclamation Plant,54,"(-117.8397727, 33.6615027)"
City of San Bernardino Wastewater Treatment Plant,0,"(-117.2909939, 34.0776274)"
City of San Bernardino Wastewater Treatment Plant,1,"(-117.2903126, 34.0767177)"
City of San Bernardino Wastewater Treatment Plant,2,"(-117.290884, 34.0764677)"
City of San Bernardino Wastewater Treatment Plant,3,"(-117.2908893, 34.0762456)"
City of San Bernardino Wastewater Treatment Plant,4,"(-117.2913373, 34.0762567)"
City of San Bernardino Wastewater Treatment Plant,5,"(-117.2913882, 34.0703802)"
City of San Bernardino Wastewater Treatment Plant,6,"(-117.2904293, 34.0703702)"
City of San Bernardino Wastewater Treatment Plant,7,"(-117.2899291, 34.0707024)"
City of San Bernardino Wastewater Treatment Plant,8,"(-117.2878772, 34.0721687)"
City of San Bernardino Wastewater Treatment Plant,9,"(-117.287389, 34.072422)"
City of San Bernardino Wastewater Treatment Plant,10,"(-117.2868794, 34.072973)"
City of San Bernardino Wastewater Treatment Plant,11,"(-117.2865683, 34.0735462)"
City of San Bernardino Wastewater Treatment Plant,12,"(-117.2864342, 34.0742394)"
City of San Bernardino Wastewater Treatment Plant,13,"(-117.286579, 34.0795491)"
City of San Bernardino Wastewater Treatment Plant,14,"(-117.2891513, 34.0794991)"
City of San Bernardino Wastewater Treatment Plant,15,"(-117.289158, 34.0780729)"
City of San Bernardino Wastewater Treatment Plant,16,"(-117.2901705, 34.078054)"
City of San Bernardino Wastewater Treatment Plant,17,"(-117.2901785, 34.0776408)"
City of San Bernardino Wastewater Treatment Plant,18,"(-117.2909939, 34.0776274)"
EBMUD Point Isabel Wet Weather Treatment Plant,0,"(-122.3238363, 37.8979883)"
EBMUD Point Isabel Wet Weather Treatment Plant,1,"(-122.3214258, 37.8964613)"
EBMUD Point Isabel Wet Weather Treatment Plant,2,"(-122.3218262, 37.8960677)"
EBMUD Point Isabel Wet Weather Treatment Plant,3,"(-122.3227845, 37.8959029)"
EBMUD Point Isabel Wet Weather Treatment Plant,4,"(-122.324481, 37.8969606)"
EBMUD Point Isabel Wet Weather Treatment Plant,5,"(-122.324532, 37.8971855)"
EBMUD Point Isabel Wet Weather Treatment Plant,6,"(-122.3242034, 37.8974919)"
EBMUD Point Isabel Wet Weather Treatment Plant,7,"(-122.3242738, 37.8975369)"
EBMUD Point Isabel Wet Weather Treatment Plant,8,"(-122.3238363, 37.8979883)"
Patriot WasteWater,0,"(-117.8559842, 33.8273454)"
Patriot WasteWater,1,"(-117.8552859, 33.8272516)"
Patriot WasteWater,2,"(-117.8554561, 33.8264885)"
Patriot WasteWater,3,"(-117.8549046, 33.8264546)"
Patriot WasteWater,4,"(-117.8543199, 33.8263978)"
Patriot WasteWater,5,"(-117.8543217, 33.8258653)"
Patriot WasteWater,6,"(-117.8545459, 33.8257703)"
Patriot WasteWater,7,"(-117.8545947, 33.8257433)"
Patriot WasteWater,8,"(-117.8546379, 33.8257192)"
Patriot WasteWater,9,"(-117.8546614, 33.8257061)"
Patriot WasteWater,10,"(-117.8546825, 33.8256899)"
Patriot WasteWater,11,"(-117.8546973, 33.8256749)"
Patriot WasteWater,12,"(-117.8547069, 33.8256603)"
Patriot WasteWater,13,"(-117.8554489, 33.8256596)"
Patriot WasteWater,14,"(-117.856307, 33.8256537)"
Patriot WasteWater,15,"(-117.8563075, 33.8265239)"
Patriot WasteWater,16,"(-117.8562988, 33.8265418)"
Patriot WasteWater,17,"(-117.8562832, 33.8265606)"
Patriot WasteWater,18,"(-117.8562935, 33.827182)"
Patriot WasteWater,19,"(-117.8562694, 33.8271736)"
Patriot WasteWater,20,"(-117.8562509, 33.8271679)"
Patriot WasteWater,21,"(-117.856229, 33.8271627)"
Patriot WasteWater,22,"(-117.8561982, 33.8271598)"
Patriot WasteWater,23,"(-117.8561619, 33.8271597)"
Patriot WasteWater,24,"(-117.8561278, 33.8271639)"
Patriot WasteWater,25,"(-117.8560989, 33.8271694)"
Patriot WasteWater,26,"(-117.8560739, 33.8271824)"
Patriot WasteWater,27,"(-117.8560662, 33.8271908)"
Patriot WasteWater,28,"(-117.8560615, 33.827202)"
Patriot WasteWater,29,"(-117.8560626, 33.8272116)"
Patriot WasteWater,30,"(-117.8560627, 33.8272207)"
Patriot WasteWater,31,"(-117.8560569, 33.8272286)"
Patriot WasteWater,32,"(-117.8560399, 33.8272427)"
Patriot WasteWater,33,"(-117.8560252, 33.8272569)"
Patriot WasteWater,34,"(-117.8560172, 33.8272669)"
Patriot WasteWater,35,"(-117.8560066, 33.8272812)"
Patriot WasteWater,36,"(-117.8559998, 33.8272937)"
Patriot WasteWater,37,"(-117.8559952, 33.8273039)"
Patriot WasteWater,38,"(-117.8559913, 33.8273151)"
Patriot WasteWater,39,"(-117.8559864, 33.8273325)"
Patriot WasteWater,40,"(-117.8559842, 33.8273454)"
Bridgeport Waste Treatment,0,"(-119.2119867, 38.2665269)"
Bridgeport Waste Treatment,1,"(-119.2115951, 38.2667712)"
Bridgeport Waste Treatment,2,"(-119.2096317, 38.2674704)"
Bridgeport Waste Treatment,3,"(-119.2094815, 38.2674956)"
Bridgeport Waste Treatment,4,"(-119.2093527, 38.2673946)"
Bridgeport Waste Treatment,5,"(-119.2086124, 38.2662658)"
Bridgeport Waste Treatment,6,"(-119.2086822, 38.2661731)"
Bridgeport Waste Treatment,7,"(-119.2091435, 38.2656719)"
Bridgeport Waste Treatment,8,"(-119.2093903, 38.265335)"
Bridgeport Waste Treatment,9,"(-119.2098355, 38.2649475)"
Bridgeport Waste Treatment,10,"(-119.2099482, 38.2649475)"
Bridgeport Waste Treatment,11,"(-119.2100716, 38.2651581)"
Bridgeport Waste Treatment,12,"(-119.2101628, 38.2652339)"
Bridgeport Waste Treatment,13,"(-119.2102647, 38.2652297)"
Bridgeport Waste Treatment,14,"(-119.2106777, 38.2650907)"
Bridgeport Waste Treatment,15,"(-119.2111069, 38.2649854)"
Bridgeport Waste Treatment,16,"(-119.2112732, 38.2649643)"
Bridgeport Waste Treatment,17,"(-119.2113858, 38.2650149)"
Bridgeport Waste Treatment,18,"(-119.2119652, 38.2658994)"
Bridgeport Waste Treatment,19,"(-119.2120349, 38.2660341)"
Bridgeport Waste Treatment,20,"(-119.212051, 38.2663037)"
Bridgeport Waste Treatment,21,"(-119.2120403, 38.2664216)"
Bridgeport Waste Treatment,22,"(-119.2119867, 38.2665269)"
St. Helena Water Treatment Plant,0,"(-122.4887457, 38.5549762)"
St. Helena Water Treatment Plant,1,"(-122.4881152, 38.5549727)"
St. Helena Water Treatment Plant,2,"(-122.4874406, 38.5548141)"
St. Helena Water Treatment Plant,3,"(-122.487004, 38.554659)"
St. Helena Water Treatment Plant,4,"(-122.486519, 38.5546348)"
St. Helena Water Treatment Plant,5,"(-122.4859546, 38.554221)"
St. Helena Water Treatment Plant,6,"(-122.4857165, 38.5537624)"
St. Helena Water Treatment Plant,7,"(-122.4862853, 38.5536176)"
St. Helena Water Treatment Plant,8,"(-122.486788, 38.5541866)"
St. Helena Water Treatment Plant,9,"(-122.4872995, 38.5538004)"
St. Helena Water Treatment Plant,10,"(-122.4875243, 38.5536107)"
St. Helena Water Treatment Plant,11,"(-122.4884503, 38.55449)"
St. Helena Water Treatment Plant,12,"(-122.4887457, 38.5549762)"
Sterling Natural Resource Center,0,"(-117.254101, 34.1100694)"
Sterling Natural Resource Center,1,"(-117.2540825, 34.1084648)"
Sterling Natural Resource Center,2,"(-117.2514975, 34.1084597)"
Sterling Natural Resource Center,3,"(-117.2514205, 34.1084878)"
Sterling Natural Resource Center,4,"(-117.2514236, 34.1087454)"
Sterling Natural Resource Center,5,"(-117.2514575, 34.1090286)"
Sterling Natural Resource Center,6,"(-117.2515222, 34.1092888)"
Sterling Natural Resource Center,7,"(-117.2515838, 34.1094776)"
Sterling Natural Resource Center,8,"(-117.251667, 34.1096766)"
Sterling Natural Resource Center,9,"(-117.2518734, 34.1100286)"
Sterling Natural Resource Center,10,"(-117.2519812, 34.1100822)"
Sterling Natural Resource Center,11,"(-117.254101, 34.1100694)"
Susanville CSD Wastewater Treatment Plant,0,"(-120.6316472, 40.4156707)"
Susanville CSD Wastewater Treatment Plant,1,"(-120.6234446, 40.4156673)"
Susanville CSD Wastewater Treatment Plant,2,"(-120.6234991, 40.412728)"
Susanville CSD Wastewater Treatment Plant,3,"(-120.6316601, 40.4127597)"
Susanville CSD Wastewater Treatment Plant,4,"(-120.6316472, 40.4156707)"
Briones Raw Water Pumping Plants,0,"(-122.2035824, 37.8970494)"
Briones Raw Water Pumping Plants,1,"(-122.2030511, 37.8970309)"
Briones Raw Water Pumping Plants,2,"(-122.2029823, 37.8968277)"
Briones Raw Water Pumping Plants,3,"(-122.2030314, 37.896501)"
Briones Raw Water Pumping Plants,4,"(-122.2031441, 37.8964503)"
Briones Raw Water Pumping Plants,5,"(-122.2032994, 37.8964609)"
Briones Raw Water Pumping Plants,6,"(-122.2033905, 37.8964671)"
Briones Raw Water Pumping Plants,7,"(-122.2036955, 37.896488)"
Briones Raw Water Pumping Plants,8,"(-122.2036912, 37.8965279)"
Briones Raw Water Pumping Plants,9,"(-122.2036865, 37.8965709)"
Briones Raw Water Pumping Plants,10,"(-122.2034664, 37.8965558)"
Briones Raw Water Pumping Plants,11,"(-122.2034591, 37.8966229)"
Briones Raw Water Pumping Plants,12,"(-122.2034892, 37.8966664)"
Briones Raw Water Pumping Plants,13,"(-122.2035699, 37.8966956)"
Briones Raw Water Pumping Plants,14,"(-122.2035619, 37.8968027)"
Briones Raw Water Pumping Plants,15,"(-122.2036246, 37.896848)"
Briones Raw Water Pumping Plants,16,"(-122.2035916, 37.8968957)"
Briones Raw Water Pumping Plants,17,"(-122.2035824, 37.8970494)"
Park & Trail Water Treatment Plant,0,"(-116.9770347, 33.9633376)"
Park & Trail Water Treatment Plant,1,"(-116.9744945, 33.9667855)"
Park & Trail Water Treatment Plant,2,"(-116.9743439, 33.967016)"
Park & Trail Water Treatment Plant,3,"(-116.9741973, 33.9672822)"
Park & Trail Water Treatment Plant,4,"(-116.9740296, 33.9676932)"
Park & Trail Water Treatment Plant,5,"(-116.9739953, 33.9678406)"
Park & Trail Water Treatment Plant,6,"(-116.9739913, 33.9685744)"
Park & Trail Water Treatment Plant,7,"(-116.9742783, 33.9685617)"
Park & Trail Water Treatment Plant,8,"(-116.9744408, 33.968289)"
Park & Trail Water Treatment Plant,9,"(-116.9745568, 33.9683703)"
Park & Trail Water Treatment Plant,10,"(-116.9746367, 33.9684178)"
Park & Trail Water Treatment Plant,11,"(-116.9747111, 33.9684389)"
Park & Trail Water Treatment Plant,12,"(-116.9748184, 33.9684367)"
Park & Trail Water Treatment Plant,13,"(-116.9749297, 33.9684511)"
Park & Trail Water Treatment Plant,14,"(-116.9750281, 33.9685159)"
Park & Trail Water Treatment Plant,15,"(-116.9751033, 33.9685602)"
Park & Trail Water Treatment Plant,16,"(-116.9751771, 33.9685649)"
Park & Trail Water Treatment Plant,17,"(-116.9755228, 33.9684729)"
Park & Trail Water Treatment Plant,18,"(-116.9755976, 33.9684192)"
Park & Trail Water Treatment Plant,19,"(-116.9756252, 33.9683096)"
Park & Trail Water Treatment Plant,20,"(-116.9755907, 33.9682236)"
Park & Trail Water Treatment Plant,21,"(-116.9755943, 33.9681525)"
Park & Trail Water Treatment Plant,22,"(-116.9756263, 33.9680496)"
Park & Trail Water Treatment Plant,23,"(-116.9756297, 33.9679766)"
Park & Trail Water Treatment Plant,24,"(-116.9755883, 33.9679129)"
Park & Trail Water Treatment Plant,25,"(-116.9754741, 33.9677879)"
Park & Trail Water Treatment Plant,26,"(-116.9754402, 33.9677353)"
Park & Trail Water Treatment Plant,27,"(-116.9754369, 33.9677014)"
Park & Trail Water Treatment Plant,28,"(-116.975439, 33.9676505)"
Park & Trail Water Treatment Plant,29,"(-116.9754773, 33.9675371)"
Park & Trail Water Treatment Plant,30,"(-116.9755123, 33.9675094)"
Park & Trail Water Treatment Plant,31,"(-116.9755639, 33.9675042)"
Park & Trail Water Treatment Plant,32,"(-116.9760045, 33.9676262)"
Park & Trail Water Treatment Plant,33,"(-116.9761303, 33.9676407)"
Park & Trail Water Treatment Plant,34,"(-116.976204, 33.9676325)"
Park & Trail Water Treatment Plant,35,"(-116.976275, 33.96761)"
Park & Trail Water Treatment Plant,36,"(-116.9763047, 33.9675936)"
Park & Trail Water Treatment Plant,37,"(-116.976343, 33.9675436)"
Park & Trail Water Treatment Plant,38,"(-116.9763962, 33.9675136)"
Park & Trail Water Treatment Plant,39,"(-116.9764653, 33.9675012)"
Park & Trail Water Treatment Plant,40,"(-116.9766114, 33.9675083)"
Park & Trail Water Treatment Plant,41,"(-116.976671, 33.9675243)"
Park & Trail Water Treatment Plant,42,"(-116.9767704, 33.9675646)"
Park & Trail Water Treatment Plant,43,"(-116.9768812, 33.967576)"
Park & Trail Water Treatment Plant,44,"(-116.9772246, 33.9675773)"
Park & Trail Water Treatment Plant,45,"(-116.9772206, 33.9629802)"
Park & Trail Water Treatment Plant,46,"(-116.9769903, 33.9633036)"
Park & Trail Water Treatment Plant,47,"(-116.9770347, 33.9633376)"
Oakmont Wastewater Reclamation Facility,0,"(-122.6262895, 38.448538)"
Oakmont Wastewater Reclamation Facility,1,"(-122.6262943, 38.4486212)"
Oakmont Wastewater Reclamation Facility,2,"(-122.625594, 38.4495121)"
Oakmont Wastewater Reclamation Facility,3,"(-122.6254249, 38.4495178)"
Oakmont Wastewater Reclamation Facility,4,"(-122.624, 38.4489314)"
Oakmont Wastewater Reclamation Facility,5,"(-122.6239251, 38.4488179)"
Oakmont Wastewater Reclamation Facility,6,"(-122.6245651, 38.4479933)"
Oakmont Wastewater Reclamation Facility,7,"(-122.6246811, 38.4479479)"
Oakmont Wastewater Reclamation Facility,8,"(-122.6262895, 38.448538)"
California City Wastewater Treatment Plant,0,"(-117.9369667, 35.1439443)"
California City Wastewater Treatment Plant,1,"(-117.9376555, 35.1427872)"
California City Wastewater Treatment Plant,2,"(-117.9379427, 35.1428999)"
California City Wastewater Treatment Plant,3,"(-117.9382112, 35.1428226)"
California City Wastewater Treatment Plant,4,"(-117.9385183, 35.142286)"
California City Wastewater Treatment Plant,5,"(-117.9384529, 35.1421237)"
California City Wastewater Treatment Plant,6,"(-117.9372142, 35.141633)"
California City Wastewater Treatment Plant,7,"(-117.9372812, 35.1415109)"
California City Wastewater Treatment Plant,8,"(-117.9372364, 35.1414739)"
California City Wastewater Treatment Plant,9,"(-117.9372492, 35.1414577)"
California City Wastewater Treatment Plant,10,"(-117.9372096, 35.1414411)"
California City Wastewater Treatment Plant,11,"(-117.9371701, 35.1414245)"
California City Wastewater Treatment Plant,12,"(-117.9370911, 35.1413912)"
California City Wastewater Treatment Plant,13,"(-117.9373249, 35.1412693)"
California City Wastewater Treatment Plant,14,"(-117.9377634, 35.1409015)"
California City Wastewater Treatment Plant,15,"(-117.938147, 35.1405403)"
California City Wastewater Treatment Plant,16,"(-117.9365228, 35.1405117)"
California City Wastewater Treatment Plant,17,"(-117.9358525, 35.1405139)"
California City Wastewater Treatment Plant,18,"(-117.9358052, 35.1405137)"
California City Wastewater Treatment Plant,19,"(-117.935758, 35.1405134)"
California City Wastewater Treatment Plant,20,"(-117.9339974, 35.1405213)"
California City Wastewater Treatment Plant,21,"(-117.9336112, 35.1411848)"
California City Wastewater Treatment Plant,22,"(-117.9334502, 35.1411595)"
California City Wastewater Treatment Plant,23,"(-117.9331268, 35.141781)"
California City Wastewater Treatment Plant,24,"(-117.9331828, 35.1419022)"
California City Wastewater Treatment Plant,25,"(-117.932947, 35.1423061)"
California City Wastewater Treatment Plant,26,"(-117.9369667, 35.1439443)"
Bella Vista Water District Waste Water Plant,0,"(-122.3491562, 40.5996432)"
Bella Vista Water District Waste Water Plant,1,"(-122.3492652, 40.5998491)"
Bella Vista Water District Waste Water Plant,2,"(-122.3493201, 40.5999699)"
Bella Vista Water District Waste Water Plant,3,"(-122.3493767, 40.6001079)"
Bella Vista Water District Waste Water Plant,4,"(-122.3493809, 40.6001668)"
Bella Vista Water District Waste Water Plant,5,"(-122.3493725, 40.60037)"
Bella Vista Water District Waste Water Plant,6,"(-122.3493779, 40.6004094)"
Bella Vista Water District Waste Water Plant,7,"(-122.3494148, 40.6004818)"
Bella Vista Water District Waste Water Plant,8,"(-122.349417, 40.6005352)"
Bella Vista Water District Waste Water Plant,9,"(-122.3496423, 40.6005364)"
Bella Vista Water District Waste Water Plant,10,"(-122.3499127, 40.6005523)"
Bella Vista Water District Waste Water Plant,11,"(-122.3502319, 40.6005975)"
Bella Vista Water District Waste Water Plant,12,"(-122.3505165, 40.6006458)"
Bella Vista Water District Waste Water Plant,13,"(-122.3509377, 40.6007114)"
Bella Vista Water District Waste Water Plant,14,"(-122.3512256, 40.6007381)"
Bella Vista Water District Waste Water Plant,15,"(-122.3515581, 40.6007675)"
Bella Vista Water District Waste Water Plant,16,"(-122.352139, 40.6008212)"
Bella Vista Water District Waste Water Plant,17,"(-122.3524286, 40.6008443)"
Bella Vista Water District Waste Water Plant,18,"(-122.3528061, 40.6008612)"
Bella Vista Water District Waste Water Plant,19,"(-122.3532853, 40.6008807)"
Bella Vista Water District Waste Water Plant,20,"(-122.3538717, 40.600886)"
Bella Vista Water District Waste Water Plant,21,"(-122.3538631, 40.6006981)"
Bella Vista Water District Waste Water Plant,22,"(-122.3538553, 40.6003539)"
Bella Vista Water District Waste Water Plant,23,"(-122.3538522, 40.6000938)"
Bella Vista Water District Waste Water Plant,24,"(-122.3538419, 40.599782)"
Bella Vista Water District Waste Water Plant,25,"(-122.3538358, 40.5996005)"
Bella Vista Water District Waste Water Plant,26,"(-122.3538327, 40.5994382)"
Bella Vista Water District Waste Water Plant,27,"(-122.3538313, 40.5993637)"
Bella Vista Water District Waste Water Plant,28,"(-122.3538215, 40.5989724)"
Bella Vista Water District Waste Water Plant,29,"(-122.3537955, 40.5989765)"
Bella Vista Water District Waste Water Plant,30,"(-122.3537822, 40.5989778)"
Bella Vista Water District Waste Water Plant,31,"(-122.3537707, 40.598977)"
Bella Vista Water District Waste Water Plant,32,"(-122.3537484, 40.598975)"
Bella Vista Water District Waste Water Plant,33,"(-122.3537465, 40.5989488)"
Bella Vista Water District Waste Water Plant,34,"(-122.3537439, 40.5988923)"
Bella Vista Water District Waste Water Plant,35,"(-122.353738, 40.5988591)"
Bella Vista Water District Waste Water Plant,36,"(-122.353708, 40.5987428)"
Bella Vista Water District Waste Water Plant,37,"(-122.3536813, 40.5986779)"
Bella Vista Water District Waste Water Plant,38,"(-122.3536695, 40.5985576)"
Bella Vista Water District Waste Water Plant,39,"(-122.3536584, 40.5984303)"
Bella Vista Water District Waste Water Plant,40,"(-122.3536656, 40.598408)"
Bella Vista Water District Waste Water Plant,41,"(-122.3536595, 40.5982063)"
Bella Vista Water District Waste Water Plant,42,"(-122.3536566, 40.598145)"
Bella Vista Water District Waste Water Plant,43,"(-122.3535782, 40.5981266)"
Bella Vista Water District Waste Water Plant,44,"(-122.3532564, 40.5980587)"
Bella Vista Water District Waste Water Plant,45,"(-122.3532283, 40.5979931)"
Bella Vista Water District Waste Water Plant,46,"(-122.3531521, 40.5979945)"
Bella Vista Water District Waste Water Plant,47,"(-122.3530042, 40.598004)"
Bella Vista Water District Waste Water Plant,48,"(-122.3528761, 40.5980551)"
Bella Vista Water District Waste Water Plant,49,"(-122.3528838, 40.5980709)"
Bella Vista Water District Waste Water Plant,50,"(-122.3527444, 40.5981187)"
Bella Vista Water District Waste Water Plant,51,"(-122.352708, 40.5981311)"
Bella Vista Water District Waste Water Plant,52,"(-122.3526746, 40.5981135)"
Bella Vista Water District Waste Water Plant,53,"(-122.3525405, 40.5981456)"
Bella Vista Water District Waste Water Plant,54,"(-122.3524052, 40.5981863)"
Bella Vista Water District Waste Water Plant,55,"(-122.3523581, 40.5981977)"
Bella Vista Water District Waste Water Plant,56,"(-122.352193, 40.5982506)"
Bella Vista Water District Waste Water Plant,57,"(-122.3520276, 40.598304)"
Bella Vista Water District Waste Water Plant,58,"(-122.3520029, 40.5983122)"
Bella Vista Water District Waste Water Plant,59,"(-122.351749, 40.5984049)"
Bella Vista Water District Waste Water Plant,60,"(-122.3514629, 40.5985117)"
Bella Vista Water District Waste Water Plant,61,"(-122.3511505, 40.5986444)"
Bella Vista Water District Waste Water Plant,62,"(-122.3508924, 40.5987607)"
Bella Vista Water District Waste Water Plant,63,"(-122.350552, 40.5989322)"
Bella Vista Water District Waste Water Plant,64,"(-122.3502213, 40.5991019)"
Bella Vista Water District Waste Water Plant,65,"(-122.3496228, 40.5994065)"
Bella Vista Water District Waste Water Plant,66,"(-122.3491562, 40.5996432)"
Iron Mountain Mine Water Treatment Plant,0,"(-122.4910449, 40.6603069)"
Iron Mountain Mine Water Treatment Plant,1,"(-122.4909546, 40.6604439)"
Iron Mountain Mine Water Treatment Plant,2,"(-122.4903547, 40.660669)"
Iron Mountain Mine Water Treatment Plant,3,"(-122.4896194, 40.6608941)"
Iron Mountain Mine Water Treatment Plant,4,"(-122.4890066, 40.6609675)"
Iron Mountain Mine Water Treatment Plant,5,"(-122.4884841, 40.6609479)"
Iron Mountain Mine Water Treatment Plant,6,"(-122.4881099, 40.6608794)"
Iron Mountain Mine Water Treatment Plant,7,"(-122.4879487, 40.6608109)"
Iron Mountain Mine Water Treatment Plant,8,"(-122.4877165, 40.6609381)"
Iron Mountain Mine Water Treatment Plant,9,"(-122.4874842, 40.6608647)"
Iron Mountain Mine Water Treatment Plant,10,"(-122.4873423, 40.6608304)"
Iron Mountain Mine Water Treatment Plant,11,"(-122.4868198, 40.6605907)"
Iron Mountain Mine Water Treatment Plant,12,"(-122.4867102, 40.6607081)"
Iron Mountain Mine Water Treatment Plant,13,"(-122.4865554, 40.661036)"
Iron Mountain Mine Water Treatment Plant,14,"(-122.4864844, 40.6613051)"
Iron Mountain Mine Water Treatment Plant,15,"(-122.4863231, 40.6615351)"
Iron Mountain Mine Water Treatment Plant,16,"(-122.4860006, 40.6616134)"
Iron Mountain Mine Water Treatment Plant,17,"(-122.4858264, 40.6615889)"
Iron Mountain Mine Water Treatment Plant,18,"(-122.4856394, 40.6614959)"
Iron Mountain Mine Water Treatment Plant,19,"(-122.4852717, 40.6615057)"
Iron Mountain Mine Water Treatment Plant,20,"(-122.4848976, 40.6615253)"
Iron Mountain Mine Water Treatment Plant,21,"(-122.4845815, 40.6615253)"
Iron Mountain Mine Water Treatment Plant,22,"(-122.4843299, 40.6615938)"
Iron Mountain Mine Water Treatment Plant,23,"(-122.4840396, 40.6617161)"
Iron Mountain Mine Water Treatment Plant,24,"(-122.4838203, 40.6617553)"
Iron Mountain Mine Water Treatment Plant,25,"(-122.4835881, 40.6617846)"
Iron Mountain Mine Water Treatment Plant,26,"(-122.4833172, 40.6617063)"
Iron Mountain Mine Water Treatment Plant,27,"(-122.4830914, 40.661584)"
Iron Mountain Mine Water Treatment Plant,28,"(-122.4829431, 40.6614715)"
Iron Mountain Mine Water Treatment Plant,29,"(-122.482885, 40.6613736)"
Iron Mountain Mine Water Treatment Plant,30,"(-122.4827818, 40.6610408)"
Iron Mountain Mine Water Treatment Plant,31,"(-122.4828269, 40.6609185)"
Iron Mountain Mine Water Treatment Plant,32,"(-122.4829818, 40.6607815)"
Iron Mountain Mine Water Treatment Plant,33,"(-122.4831882, 40.6604781)"
Iron Mountain Mine Water Treatment Plant,34,"(-122.4831882, 40.6602677)"
Iron Mountain Mine Water Treatment Plant,35,"(-122.4831108, 40.6599741)"
Iron Mountain Mine Water Treatment Plant,36,"(-122.4829495, 40.6594701)"
Iron Mountain Mine Water Treatment Plant,37,"(-122.4828592, 40.6591374)"
Iron Mountain Mine Water Treatment Plant,38,"(-122.4832204, 40.6589808)"
Iron Mountain Mine Water Treatment Plant,39,"(-122.4840138, 40.6590591)"
Iron Mountain Mine Water Treatment Plant,40,"(-122.484388, 40.6589905)"
Iron Mountain Mine Water Treatment Plant,41,"(-122.4848782, 40.6589171)"
Iron Mountain Mine Water Treatment Plant,42,"(-122.485304, 40.6589563)"
Iron Mountain Mine Water Treatment Plant,43,"(-122.4857942, 40.6590444)"
Iron Mountain Mine Water Treatment Plant,44,"(-122.4862264, 40.6590346)"
Iron Mountain Mine Water Treatment Plant,45,"(-122.4866521, 40.6589759)"
Iron Mountain Mine Water Treatment Plant,46,"(-122.4872198, 40.6589857)"
Iron Mountain Mine Water Treatment Plant,47,"(-122.4876261, 40.6589514)"
Iron Mountain Mine Water Treatment Plant,48,"(-122.4880325, 40.6588633)"
Iron Mountain Mine Water Treatment Plant,49,"(-122.488497, 40.6587948)"
Iron Mountain Mine Water Treatment Plant,50,"(-122.4891098, 40.6590786)"
Iron Mountain Mine Water Treatment Plant,51,"(-122.4894517, 40.6592108)"
Iron Mountain Mine Water Treatment Plant,52,"(-122.4897806, 40.6593771)"
Iron Mountain Mine Water Treatment Plant,53,"(-122.4900838, 40.6595533)"
Iron Mountain Mine Water Treatment Plant,54,"(-122.4903676, 40.6596609)"
